english,chinese,latin,french,spanish,atc
ruvazone,芦伐腙,ruvazonum,ruvazone,ruvazona,
sulbenicillin,磺苄西林,sulbenicillinum,sulbénicilline,sulbenicilina,
sultopride,舒托必利,sultopridum,sultopride,sultoprida,
talopram,他洛普兰,talopramum,talopram,talopram,
talsupram,他舒普兰,talsupramum,talsupram,talsupram,
thyroglobulin,甲状球蛋白,thyroglobulinum,thyroglobuline,tiroglobulina,
tiaramide,噻拉米特,tiaramidum,tiaramide,tiaramida,
tobramycin,妥布霉素,tobramycinum,tobramycine,tobramicina,
todralazine,托屈嗪,todralazinum,todralazine,todralazina,
tofisopam,托非索泮,tofisopamum,tofisopam,tofisopam,
trazitiline,曲齐蒽,trazitilinum,trazitiline,trazitilina,
treosulfan,曲奥舒凡,treosulfanum,tréosulfan,treosulfano,
zepastine,帕斯汀,zepastinnum,zépastine,zepastina,
benserazide,苄丝肼,benserazidum,-vérine,benserazida,
alfadolone,阿法多龙,alfadolonum,alfadolone,alfadolona,
alonimid,阿洛米酮,alonimidum,alonimide,alonimida,
amixetrine,阿米西群,amixetrinum,amixétrine,amixetrina,
bidimazium iodide,比马碘铵,bidimazii iodidum,iodure de bidimazium,ioduro de bidimazio,
bromopride,溴必利,bromopridum,bromopride,bromoprida,
citenazone,氰噻腙,citenazonum,citénazone,citenazona,
cloguanamil,氯呱脒,cloguanamilum,cloguanamil,cloguanamilo,
clometacin,氯美辛,clometacinum,clométacine,clometacina,
dacarbazine,达卡巴嗪,dacarbazinum,dacarbazine,dacarbazina,
damotepine,达莫替平,damotepinum,damotépine,damotepina,
difetarsone,双苯他胂,difetarsonum,difétarsone,difetarsona,
elantrine,依兰群,elantrinum,élantrine,elantrina,
lomustine,洛莫司汀,lomustinum,lomustine,lomustina,
metitepine,甲替平,metitepinum,métitépine,metitepina,
nifedipine,硝苯地平,nifedipinum,nifédipine,nifedipino,
partricin,帕曲星,partricinum,partricine,partricina,
piriqualone,吡立喹酮,piriqualonum,piriqualone,piricualona,
rodocaine,罗多卡因,rodocainum,rodocaïne,rodocaína,
semustine,司莫司汀,semustinum,sémustine,semustina,
taurultam,啕芦坦,taurultamum,taurultam,taurultam,
urapidil,乌拉地尔,urapidilum,urapidil,urapidil,
zipeprol,齐培丙醇,zipeprolum,zipéprol,zipeprol,
cefradine,头孢拉定,cefradinum,céfradine,cefradina,
gitoformate,吉妥福酯,gitoformatum,gitoformate,gitoformato,
febuverine,非布维林,febuverinum,-vérine,febuverina,
acebutolol,醋丁洛尔,acebutololum,acébutolol,acebutolol,
cicloxilic acid,环昔酸,acidum cicloxilicum,acide cicloxilique,ácido cicloxílico,
iopronic acid,碘普罗酸,acidum iopronicum,acide iopronique,ácido ioprónico,
iotranic acid,碘曲尼酸,acidum iotranicum,acide iotranique,ácido iotránico,
valproic acid,丙戊酸,acidum valproicum,acide valproïque,ácido valproico,
amidapsone,阿米氨苯砜,amidapsonum,amidapsone,amidapsona,
amifloverine,阿米维林,amifloverinum,amiflovérine,amifloverina,
bunitrolol,布尼洛尔,bunitrololum,bunitrolol,bunitrolol,
clofibride,氯贝胺,clofibridum,clofibride,clofibrida,
cynarine,西那林,cynarinum,cynarine,cinarina,
diamfenetide,地芬尼泰,diamfenetidum,diamfénétide,diamfenetida,
dichlorvos,敌敌畏,dichlorvosum,dichlorvos,diclorvós,
diclofenac,双氯芬酸,diclofenacum,diclofénac,diclofenaco,
fenaperone,非那哌隆,fenaperonum,fénapérone,fenaperona,
floverine,夫洛维林,flaverinum,flovérine,floverina,
flupranone,氟普拉酮,flupranonum,flupranone,flupranona,
ipratropium bromide,异丙托溴铵,ipratropii bromidum,bromure d'ipratropium,bromuro de ipratropio,
isoflurane,异氟烷,isofluranum,isoflurane,isoflurano,
ketoprofen,酮洛芬,ketoprorenum,kétoprofène,ketoprofeno,
lobendazole,洛苯达唑,lobendazolum,lobendazole,lobendazol,
lometraline,洛美曲林,lometralinum,lométraline,lometralina,
menatetrenone,四烯甲萘醌,menatetrenonum,ménatétrénone,menatetrenona,
mexiletine,美西律,mexiletinum,mexilétine,mexiletina,
ocrase,纤维溶解酶,ocrasum,ocrase,ocraso,
olmidine,奥脒定,olmidinum,olmidine,olmidina,
pepstatin,胃酶抑素,pepstatinum,pepstatine,pepstatina,
salsalate,双水杨酯,salsalatum,salsalate,salsalato,
taclamine,他克拉明,taclaminum,taclamine,taclamina,
tisoquone,替索喹,tisoquonum,tisoquone,tisocuona,
tolindate,托林达酯,tolindatum,tolindate,tolindato,
toliprolol,托利洛尔,toliprololum,toliprolol,toliprolol,
tolonidine,托洛尼定,tolonidinum,tolonidine,tolonidina,
tropatepine,曲帕替平,tropatepinum,tropatépine,tropatepina,
vincofos,乙烯磷,vincofosum,vincofos,vincofós,
paromomycin,巴龙霉素,paramomycinum,céf-,-térol,
aceburic acid,醋羟丁酸,acidum aceburicum,acide acéburique,ácido acebúrico,
furacrinic acid,呋拉尼酸,acidum furacrinicum,acide furacrinique,ácido furacrínico,
brosotamide,溴索胺,brosotamidum,brosotamide,brosotamida,
bunaftine,丁萘夫汀,bunaftinum,bunaftine,bunaftina,
butixirate,布替西雷,butixiratum,butixirate,butixirato,
caroxazone,卡罗沙酮,caroxazonum,caroxazone,caroxazona,
ceruletide,蓝肽,ceruletidum,cérulétide,ceruletida,
ciclopramine,环帕明,ciclopraminum,ciclopramine,ciclopramina,
clocanfamide,氯坎法胺,clocanfamidum,clocanfamide,clocanfamida,
cloridarol,氯达香豆素,cloridarolum,cloridarol,cloridarol,
cormetasone,可米松,cormetasonum,cormétasone,cormetasona,
dazadrol,达扎醇,dazadrolum,dazadrol,dazadrol,
dipyrithione,双吡硫翁,dipyrithionum,dipyrithione,dipiritiona,
elucaine,依鲁卡因,elucainum,élucaïne,elucaína,
endrisone,恩甲羟松,endrisonum,endrisone,endrisona,
etidocaine,依替卡因,etidocainum,étidocaïne,etidocaína,
etofenamate,依托芬那酯,etofenamatum,étofénamate,etofenamato,
fenalcomine,非那可明,fenalcominum,fénalcomine,fenalcomina,
fenbendazole,芬苯达唑,fenbendazolum,fenbendazole,fenbendazol,
fenipentol,非尼戊醇,fenipentolum,fénipentol,fenipentol,
fenisorex,非尼雷司,fenisorexum,fénisorex,fenisorex,
fluazacort,氟扎可特,fluazacortum,fluazacort,fluazacort,
gemazocine,吉马佐辛,gemazocinum,gémazocine,gemazocina,
halazepam,哈拉西泮,halazepamum,halazépam,halazepam,
hetaflur,氢氟酸十六胺,hetaflurum,hétaflur,hetaflur,
mesabolone,美沙勃龙,mesabolonum,mésabolone,mesabolona,
metergotamine,甲麦角胺,metergotaminum,métergotamine,metergotamina,
nicoclonate,尼可氯酯,nicoclonatum,nicoclonate,nicoclonato,
niprofazone,烟丙法宗,niprofazonum,niprofazone,niprofazona,
olaflur,奥拉氟,olaflurum,olaflur,olaflur,
oxisopred,奥昔索泼,oxisopredum,oxisopred,oxisopred,
papaveroline,罂粟林,averolinum,papavéroline,papaverolina,
penflutizide,戊氟噻嗪,penflutizidum,penflutizide,penflutizida,
pentifylline,喷替茶碱,pentifyllinum,pentifylline,pentifilina,
prodipine,普罗地平,prodipinum,prodipine,prodipino,
propafenone,普罗帕酮,propafenonum,propafénone,propafenona,
propetamide,丙培他胺,propetamidum,propétamide,propetamida,
salantel,沙仑太尔,salantelum,salantel,salantel,
salfluverine,柳氟维林,salfluverinum,salfluvérine,salfluverina,
giractide,吉拉克肽,giractidum,céf-,-térol,
acetiromate,醋替罗酯,acetiromatum,acétiromate,acetiromato,
azaftozine,氮氟嗪,azaftozinum,azaftozine,azaftozina,
carfecillin,卡非西林,carfecillinum,carfécilline,carfecilina,
cinoctramide,环辛曲美,cinoctramidum,cinoctramide,cinoctramida,
clopirac,氯吡酸,clopiracum,clopirac,clopiraco,
clotiazepam,氯噻西泮,clotiazepamum,clotiazépam,clotiazepam,
cloxiquine,氯羟喹,cloxiquinum,cloxiquine,cloxiquina,
diflorasone,二氟拉松,diflorasonum,diflorasone,diflorasona,
diftalone,地弗他酮,diftalonum,diftalone,diftalona,
diltiazem,地尔硫,diltiazemum,diltiazem,diltiazem,
dimemorfan,二甲啡烷,dimemorfanum,dimémorfane,dimemorfano,
enprazepine,恩丙西平,enprazepinum,enprazépine,enprazepina,
etomidoline,依托多林,etomidolinum,étomidoline,etomidolina,
fenbufen,芬布芬,fenbufenum,fenbufène,fenbufén,
fenclofenac,芬氯酸,fenclofenacum,fenclofénac,fenclofenaco,
fenetradil,芬曲地尔,fenetradilum,fénétradil,fenetradil,
flucetorex,氟西雷司,flucetorexum,flucétorex,flucetorex,
hexaprofen,己洛芬,hexaprofenum,hexaprofène,hexaprofeno,
indanorex,茚达雷司,indanorexum,indanorex,indanorex,
indocate,吲哚卡酯,indocatum,indocate,indocato,
isoconazole,异康唑,isoconazolum,isoconazole,isoconazol,
isoxicam,伊索昔康,isoxicamum,isoxicam,isoxicam,
lefetamine,利非他明,lefetaminum,léfétamine,lefetamina,
mecinarone,美西那隆,ecinaronum,mécinarone,mecinarona,
metiamide,甲硫米特,metiamidum,métiamide,metiamida,
midecamycin,麦迪霉素,midecamycinum,midécamycine,midecamicina,
oxaprozin,奥沙普秦,oxaprozinum,oxaprozine,oxaprozina,
oxibendazole,奥苯达唑,oxibendazolum,oxibendazole,oxibendazol,
oxiperomide,奥哌咪酮,oxiperomidum,oxipéromide,oxiperomida,
reproterol,瑞普特罗,reproterolum,réprotérol,reproterol,
saralasin,沙拉新,saralasinum,saralasine,saralasina,
secnidazole,塞克硝唑,secnidazolum,secnidazole,secnidazol,
suloxifen,舒洛昔芬,suloxifenum,suloxifène,suloxifeno,
tiazuril,硫珠利,tiazurilum,tiazuril,tiazurilo,
tibenzate,替苯酯,tibenzatum,tibenzate,tibenzato,
triclonide,三氯奈德,triclonidum,triclonide,triclonida,
trixolane,曲索仑,trixolanum,trixolane,trixolano,
uldazepam,乌达西泮,uldazepamum,uldazépam,uldazepam,
brofezil,溴苯齐尔,brofezilum,brofézil,brofezilo,
dicloralurea,双氯醛脲,diclonixinum,dicloralurée,dicloralurea,
dopamantine,多巴金刚,dopamantinum,dopamantine,dopamantina,
doxenitoin,去氧苯妥英,doxenitoinum,doxénitoïne,doxenitoína,
enviomycin,恩维霉素,enviomycinum,enviomycine,enviomicina,
etofibrate,依托贝特,etofibratum,étofibrate,etofibrato,
fenacetinol,羟非那西丁,fenacetinolum,fénacétinol,fenacetinol,
fenmetozole,苯美唑,fenmetozolum,fenmétozole,fenmetozol,
fenpipalone,苯吡帕酮,fenpipalonum,fenpipalone,fenpipalona,
glibutimine,格列丁胺,glibutiminum,glibutimine,glibutimina,
guanoxabenz,胍诺沙苄,guanoxabenzum,guanoxabenz,guanoxabenzo,
halocortolone,卤可托龙,halocortolonum,halocortolone,halocortolona,
ibuterol,异丁特罗,ibuterolum,ibutérol,ibuterol,
metanixin,甲尼辛,metanixinum,métanixine,metanixino,
mirincamycin,米林霉素,mirincamycinum,mirincamycine,mirincamicina,
naftoxate,萘托酯,naftoxatum,naftoxate,naftoxato,
nicofibrate,尼可贝特,nicofibratum,nicofibrate,nicofibrato,
ontianil,昂硫苯胺,ontianilum,ontianil,ontianilo,
pirazofurin,吡唑呋林,pirazofurinum,pirazofurine,pirazofurina,
proflazepam,丙氟西泮,proflazepamum,proflazépam,proflazepam,
promestriene,普罗雌烯,promestrienum,promestriène,promestrieno,
quincarbate,喹卡酯,quinncarbatum,quincarbate,quincarbato,
ribavirin,利巴韦林,ribavirinum,ribavirine,ribavirina,
salprotoside,水杨丙苷,salprotosidum,salprotoside,salprotósido,
seractide,丝拉克肽,seractidum,séractide,seractida,
sulfonterol,磺酰特罗,fonterolum,sulfontérol,sulfonterol,
suprofen,舒洛芬,suprofenum,suprofène,suprofeno,
talampicillin,酞氨西林,talampicillinum,talampicilline,talampicilina,
tazolol,他佐洛尔,tazololum,tazolol,tazolol,
temefos,替美磷,temefosum,téméfos,temefós,
tianafac,噻那酸,tianafacum,tianafac,tianafaco,
xenbucin,联苯丁酸,xenbucinum,céf-,-térol,
acemetacin,阿西美辛,acemetacinum,acémétacine,acemetacina,
azanator,阿扎那托,azanatorum,azanator,azanator,
butanixin,丁尼辛,butanixinum,butanixine,butanixino,
butibufen,布替布芬,butibufenum,butibufène,butibufén,
carboquone,卡波醌,carboquonum,carboquone,carbocuona,
carnidazole,卡硝唑,carnidazolum,carnidazole,carnidazol,
cicloprofen,环洛芬,cicloprofenum,cicloprofène,cicloprofeno,
clazolimine,克拉唑胺,clazoliminum,clazolimine,clazolimina,
clebopride,氯波必利,clebopridum,clébopride,cleboprida,
cliprofen,克利洛芬,cliprofenum,cliprofène,cliprofeno,
deprostil,地前列素,deprostilum,déprostil,deprostilo,
deximafen,地昔马芬,deximafenum,deximafène,deximafeno,
dibuprol,地布丙醇,dibuprolum,dibuprol,dibuprol,
difenoximide,地芬昔胺,difenoximidum,difénoximide,difenoximida,
eterobarb,依特比妥,eterobarbum,étérobarbe,eterobarbo,
exaprolol,己丙洛尔,exaprololum,exaprolol,exaprolol,
fazadinium bromide,法扎溴铵,fazadinii bromidum,bromure de fazadinium,bromuro de fazadinio,
flumizole,氟鲁咪唑,flumizolum,flumizole,flumizol,
flutazolam,氟他唑仑,flutazolamum,flutazolam,flutazolam,
ftaxilide,酞昔利,ftaxilidum,ftaxilide,ftaxilida,
galosemide,加洛塞米,galosemidum,galosémide,galosemida,
gonadorelin,戈那瑞林,gonadorelinum,gonadoréline,gonadorelina,
guabenxan,胍苯克生,guabenxanum,guabenxane,guabenxán,
mebenoside,美白洛醚,mebenosidum,mébénoside,mebenósido,
mecillinam,美西林,mecillinamum,mécillinam,mecilinam,
melizame,美利唑,melizamum,mélizame,melizamo,
mequitazine,美喹他嗪,mequitazinum,méquitazine,mequitazina,
pinolcaine,哌诺卡因,pinolcainum,pinolcaïne,pinolcaína,
pipoctanone,哌泊他酮,pipoctanonum,pipoctanone,pipoctanona,
pipoxizine,哌泊昔秦,pipoxizinum,pipoxizine,pipoxizina,
pranolium chloride,普拉氯铵,pranolii chloridum,chlorure de pranolium,cloruro de pranolio,
pribecaine,丙贝卡因,pribecainum,pribécaïne,pribecaína,
quinupramine,奎纽帕明,quinupraminum,quinupramine,quinupramina,
razoxane,雷佐生,razoxanum,razoxane,razoxano,
acaprazine,阿卡嗪,acaprazinum,acaprazine,acaprazina,
iosumetic acid,碘舒美酸,acidum iosumeticum,acide iosumétique,ácido iosumético,
ioxotrizoic acid,羟泛影酸,acidum ioxotrizoicum,acide ioxotrizoïque,ácido ioxotrizoico,
xanoxic acid,诺酸,acidum xanoxicum,acide xanoxique,ácido xanóxico,
acipimox,阿昔莫司,acipimoxum,acipimox,acipimox,
amcinonide,安西奈德,amcinonidum,amcinonide,amcinonida,
atenolol,阿替洛尔,atenololum,aténolol,atenolol,
bentazepam,苯他西泮,bentazepamum,bentazépam,bentazepam,
bromperidol,溴哌利多,bromperidolum,brompéridol,bromperidol,
budralazine,布屈嗪,budralazinum,budralazine,budralazina,
buflomedil,丁咯地尔,buflomedilum,buflomédil,buflomedil,
cartazolate,卡他唑酯,cartazolatum,cartazolate,cartazolato,
ciclonicate,环烟酯,ciclonicatum,ciclonicate,ciclonicato,
dextranomer,聚糖酐,dextranomerum,dextranomère,dextranómero,
diflunisal,二氟尼柳,diflunisalum,diflunisal,diflunisal,
dilmefone,地尔美封,dilmefonum,dilméfone,dilmefona,
diproleandomycin,二丙竹桃霉素,diproleandomycinum,diproléandomycine,diproleandomicina,
droclidinium bromide,羟奎溴铵,droclidinii bromidum,bromure de droclidinium,bromuro de droclidinio,
etazolate,依他唑酯,etazolatum,étazolate,etazolato,
fenclorac,苯克洛酸,fencloracum,fenclorac,fencloraco,
flutamide,氟他胺,flutamidum,flutamide,flutamida,
gliamilide,格列胺脲,gliamilidum,gliamilide,gliamilida,
medifoxamine,美地沙明,medifoxaminum,médifoxamine,medifoxamina,
metoxepin,甲氧塞平,metoxepinum,métoxépine,metoxepina,
metrafazoline,美曲唑啉,metrafazolinum,métrafazoline,metrafazolina,
mexoprofen,美索洛芬,mexoprofenum,mexoprofène,mexoprofeno,
mexrenoate potassium,美利酸钾,mexrenoatum kalicum,mexrénoate potassique,mexrenoato de potasio,
nitromifene,硝米芬,nitromifenum,nitromifène,nitromifeno,
nitroscanate,硝硫氰酯,nitroscanatum,nitroscanate,nitroscanato,
octriptyline,奥克替林,octriptylinum,octriptyline,octriptilina,
oxiramide,奥昔拉米,oxiramidum,oxiramide,oxiramida,
piretanide,吡咯他尼,piretanidum,pirétanide,piretanida,
pirfenidone,吡非尼酮,pirlenidonum,pirfénidone,pirfenidona,
pirozadil,吡扎地尔,pirozadilum,pirozadil,pirozadil,
pirolazamide,吡拉酰胺,pirolazamidum,pirolazamide,pirolazamida,
praxadine,普拉沙定,praxadinum,praxadine,praxadina,
proxibarbal,丙羟巴比,proxibarbalum,proxibarbal,proxibarbal,
ripazepam,利帕西泮,ripazepamum,ripazépam,ripazepam,
sulnidazole,舒硝唑,sulnidazolum,sulnidazole,sulnidazol,
tidiacic,噻二西酸,tidiacicum,tidiacic,tidiácico,
tifemoxone,替芬酮,tifemoxonum,tifemoxone,tifemoxona,
timonacic,噻莫西酸,timonacicum,timonacic,timonácico,
tiropramide,替罗拉胺,tiropramidum,tiropramide,tiropramida,
levonorgestrel,左炔诺孕酮,levonorgestrelum,lévonorgestrel,levonorgestrel,
actaplanin,阿克拉宁,actaplaninum,actaplanine,actaplanina,
calcium clofibrate,氯贝酸钙,cafaminolum,clofibrate de calcium,clofibrato de calcio,
ciclazindol,西拉吲哚,ciclazindolum,ciclazindol,ciclazindol,
cimepanol,西美帕醇,cimepanolum,cimépanol,cimepanol,
fluvoxamine,氟伏沙明,fluvoxaminum,fluvoxamine,fluvoxamina,
gemcadiol,吉卡二醇,gemcadiolum,gemcadiol,gemcadiol,
gemfibrozil,吉非罗齐,gemfibrozilum,gemfibrozil,gemfibrozilo,
glaziovine,格拉齐文,glaziovinum,glaziovine,glaziovina,
imafen,伊马芬,imafenum,imafène,imafeno,
iproxamine,异丙沙明,iproxaminum,iproxamine,iproxamina,
isonixin,异尼辛,isonixinum,isonixine,isonixino,
lorajmine,氯拉义明,lorajminum,lorajmine,lorajmina,
nifuralide,硝呋利特,nifuralidum,nifuralide,nifuralida,
nuclotixene,奴氯噻吨,nuclotixenum,nuclotixène,nuclotixeno,
octoxinol,辛苯昔醇,octoxinolum,octoxinol,octoxinol,
piflutixol,哌氟替索,piflutixolum,piflutixol,piflutixol,
sulisatin,磺酚丁,sulisatinum,sulisatine,sulisatina,
tisopurine,巯异嘌呤,tisopurinum,tisopurine,tisopurina,
tofetridine,托菲曲定,tofetridinum,tofétridine,tofetridina,
trebenzomine,曲苯佐明,trebenzominum,trébenzomine,trebenzomina,
diprogulic acid,二丙古酸,acidum diprogulicum,acide diprogulique,ácido diprogúlico,
alrestatin,阿司他丁,alrestatinum,alrestatine,alrestatina,
bezafibrate,苯扎贝特,bezafibratum,bézafibrate,bezafibrato,
bucainide,布卡尼,bucainidum,bucaïnide,bucainida,
bucumolol,布库洛尔,bucumololum,bucumolol,bucumolol,
butamisole,布他米唑,butamisolum,butamisole,butamisol,
carbantel,卡班太尔,carbantelum,carbantel,carbantel,
cargutocin,卡古缩宫素,cargutocinum,cargutocine,cargutocina,
celiprolol,塞利洛尔,celiprololum,céliprolol,celiprolol,
fosfonet sodium,膦乙酸钠,fosfonetum natricum,fosfonet sodique,fosfonet de sodio,
frentizole,夫仑替唑,frentizolum,frentizole,frentizol,
gabexate,加贝酯,gabexatum,gabexate,gabexato,
glutaurine,格牛磺酸,glutaurinum,glutaurine,glutaurina,
guanclofine,胍氯芳,guanclofinum,guanclofine,guanclofina,
ibuproxam,异丁普生,ibuproxamum,ibuproxam,ibuproxam,
memantine,美金刚,memantinum,mémantine,memantina,
metirosine,甲酪氨酸,metirosinum,métirosine,metirosina,
mofoxime,吗福克辛,mofoximum,mofoxime,mofoxima,
narasin,甲基盐霉素,narasinum,narasine,narasina,
nitracrine,尼曲吖啶,nitracrinum,nitracrine,nitracrina,
propisergide,普罗麦角,propisergidum,propisergide,propisergida,
rotamicillin,罗坦西林,rotamicillinum,rotamicilline,rotamicilina,
tiamulin,硫姆林,tiamulinum,tiamuline,tiamulina,
timoprazole,替莫拉唑,timoprazolum,timoprazole,timoprazol,
tizolemide,替唑胺,tizolemidum,tizolémide,tizolemida,
torasemide,托拉塞米,torasemidum,torasémide,torasemida,
